X,Y,id,amenity,created_by,ref,wheelchair,source,wetap:photo,wetap:status,wetap:statusnote,note:it,description,indoor,fixme,comment:it,comment,name,note,access,comment:en
9.1954403,45.4340073,node/2920066744,drinking_water,,,,,,,,,,,,,,,,,
9.2089014,45.4381501,node/2920186555,drinking_water,,,,,,,,,,,,,,,,,
9.2092108,45.4385081,node/2920186567,drinking_water,,,,,,,,,,,,,,,,,
9.1907647,45.4442631,node/2920233074,drinking_water,,,,,,,,,,,,,,,,,
9.1505555,45.4322052,node/2923052155,drinking_water,,,,,,,,,,,,,,,,,
9.1684491,45.4249907,node/2923069393,drinking_water,,,,,,,,,,,,,,,,,
9.1662712,45.4256212,node/2923070951,drinking_water,,,,,,,,,,,,,,,,,
9.1674154,45.4403941,node/2923699542,drinking_water,,,,,,,,,,,,,,,,,
9.1426421,45.4794631,node/2935108228,drinking_water,,,,,,,,,,,,,,,,,
9.1223985,45.4935246,node/2941660598,drinking_water,,,,,,,,,,,,,,,,,
9.118898,45.49402,node/2941662917,drinking_water,,,,,,,,,,,,,,,,,
9.1383263,45.4833703,node/2941663854,drinking_water,,,,,,,,,,,,,,,,,
9.1051615,45.5042998,node/2941664261,drinking_water,,,,,,,,,,,,,,,,,
9.1830069,45.4580037,node/2942147292,drinking_water,,,,,,,,,,,,,,,,,
9.182036,45.4559699,node/2942153875,drinking_water,,,,,,,,,,,,,,,,,
9.1184135,45.468564,node/2943584549,drinking_water,,,,,,,,,,,,,,,,,
9.2411985,45.4582513,node/2958846403,drinking_water,,,,,,,,,,,,la fontanella è raggiungibile ed utilizzabile solo durante gli orari di apertura del parco,,,,,
9.1724531,45.5064263,node/2962374511,drinking_water,,,,,,,,,,,Position estimated,,,,,,
9.2585578,45.4646553,node/2969863033,drinking_water,,,,,,,,,,,,,,,,,
9.228434,45.4444938,node/3004514639,drinking_water,,,,,,,,,,,,,,,,,
9.2159733,45.4604927,node/3005381228,drinking_water,,,,,,,,,,,,,,,,,
9.2156865,45.4607388,node/3005381229,drinking_water,,,,,,,,,,,,,,,,,
9.1817108,45.4616618,node/3013477278,drinking_water,,,,,,,,,,,,,,,,,
9.158318,45.5166048,node/3020701110,drinking_water,,,,,,,,,,,Position estimated,,,,,,
9.2180589,45.4541749,node/3022882350,drinking_water,,,,,,,,,,,Positin estimated,,,,,,
9.0995641,45.4906103,node/3043822840,drinking_water,,,,,,,,,,,,,,,,,
9.0951408,45.4650312,node/3043825354,drinking_water,,,,,,,,,,,,,,,,,
9.0937074,45.4474952,node/3043882315,drinking_water,,,,,,,,,,,,,,,,,
9.0988509,45.4494436,node/3043882328,drinking_water,,,,,,,,,,,,,,,,,
9.0969833,45.4548732,node/3043885041,drinking_water,,,,,,,,,,,,,,,,,
9.1463905,45.4724146,node/3047320322,drinking_water,,,,,,,,,,,,,,,,,
9.1602111,45.4746204,node/3053117907,drinking_water,,,,,,,,,,,,,,,,,
9.1745053,45.4760619,node/3096939673,drinking_water,,,,,,,,,,,,,,,,,
9.1093714,45.4520369,node/3098441541,drinking_water,,,,,,,,,,,,,,,,,
9.1035202,45.4875925,node/3106164415,drinking_water,,,,,,,,,,,,,,,,,
9.1705781,45.489366,node/3126725614,drinking_water,,,,,,,,,,,,accessibile solo durante gli orari di apertura del parco,,,,,accessible only during time when the park is open
9.1604217,45.460741,node/3154213433,drinking_water,,,,,,,,,,,,,,,,,
9.1451658,45.4619109,node/3154943663,drinking_water,,,,survey,,,,,,,,,,,,,
9.1793222,45.4521394,node/3163047173,drinking_water,,,,,,,,,,,,,,,,,
9.2604018,45.4188366,node/3192216000,drinking_water,,,,,,,,,,,,,,,,,
9.1941843,45.4827669,node/3217983971,drinking_water,,,,,,,,,,,,,,,,,
9.1774057,45.4549934,node/3219338405,drinking_water,,,,,,,,,,,,,,,,,
9.2413815,45.4824844,node/3238678116,drinking_water,,,,,,,,,,,Position estimated,,,,,,
